"","model","parameters","replicate","simulation","noise","value"
"610","Allen","D","10","1","0.01",0.92814371257485
"611","Allen","D","11","1","0.01",0.928571428571428
"612","Allen","D","12","1","0.01",0.93452380952381
"613","Allen","D","13","1","0.01",0.940119760479042
"614","Allen","D","14","1","0.01",0.939024390243902
"615","Allen","D","15","1","0.01",0.946107784431138
"616","Allen","D","16","1","0.01",0.946428571428572
"617","Allen","D","17","1","0.01",0.934131736526946
"618","Allen","D","18","1","0.01",0.93452380952381
"619","Allen","D","19","1","0.01",0.940828402366864
"620","Allen","D","20","1","0.01",0.93452380952381
"621","Allen","D","21","1","0.01",0.94578313253012
"622","Allen","D","22","1","0.01",0.94047619047619
"623","Allen","D","23","1","0.01",0.93452380952381
"624","Allen","D","24","1","0.01",0.927272727272727
"625","Allen","D","25","1","0.01",0.940828402366864
"626","Allen","D","26","1","0.01",0.93452380952381
"627","Allen","D","27","1","0.01",0.936046511627907
"628","Allen","D","28","1","0.01",0.94478527607362
"629","Allen","D","29","1","0.01",0.93452380952381
"630","Allen","D","30","1","0.01",0.947058823529412
"631","Allen","D","31","1","0.01",0.934131736526946
"632","Allen","D","32","1","0.01",0.93491124260355
"633","Allen","D","33","1","0.01",0.934131736526946
"634","Allen","D","34","1","0.01",0.933734939759036
"635","Allen","D","35","1","0.01",0.934131736526946
"636","Allen","D","36","1","0.01",0.93491124260355
"637","Allen","D","37","1","0.01",0.939759036144578
"638","Allen","D","38","1","0.01",0.941520467836257
"639","Allen","D","39","1","0.01",0.927710843373494
"640","Allen","D","40","1","0.01",0.933734939759036
"641","Allen","D","41","1","0.01",0.94047619047619
"642","Allen","D","42","1","0.01",0.92814371257485
"643","Allen","D","43","1","0.01",0.922155688622755
"644","Allen","D","44","1","0.01",0.940119760479042
"645","Allen","D","45","1","0.01",0.94047619047619
"646","Allen","D","46","1","0.01",0.94047619047619
"647","Allen","D","47","1","0.01",0.94047619047619
"648","Allen","D","48","1","0.01",0.941176470588235
"649","Allen","D","49","1","0.01",0.93452380952381
"650","Allen","D","50","1","0.01",0.940828402366864
"651","Allen","D","51","1","0.01",0.946428571428572
"652","Allen","D","52","1","0.01",0.945121951219512
"653","Allen","D","53","1","0.01",0.939759036144578
"654","Allen","D","54","1","0.01",0.93491124260355
"655","Allen","D","55","1","0.01",0.93491124260355
"656","Allen","D","56","1","0.01",0.940828402366864
"657","Allen","D","57","1","0.01",0.93452380952381
"658","Allen","D","58","1","0.01",0.93491124260355
"659","Allen","D","59","1","0.01",0.946745562130178
"660","Allen","D","60","1","0.01",0.935294117647059
"661","Allen","D","61","1","0.01",0.93491124260355
"662","Allen","D","62","1","0.01",0.94578313253012
"663","Allen","D","63","1","0.01",0.930232558139535
"664","Allen","D","64","1","0.01",0.935294117647059
"665","Allen","D","65","1","0.01",0.934131736526946
"666","Allen","D","66","1","0.01",0.946745562130178
"667","Allen","D","67","1","0.01",0.94047619047619
"668","Allen","D","68","1","0.01",0.941520467836257
"669","Allen","D","69","1","0.01",0.94047619047619
"670","Allen","D","70","1","0.01",0.93491124260355
"671","Allen","D","71","1","0.01",0.945454545454545
"672","Allen","D","72","1","0.01",0.929411764705882
"673","Allen","D","73","1","0.01",0.93491124260355
"674","Allen","D","74","1","0.01",0.940119760479042
"675","Allen","D","75","1","0.01",0.934131736526946
"676","Allen","D","76","1","0.01",0.945454545454545
"677","Allen","D","77","1","0.01",0.945121951219512
"678","Allen","D","78","1","0.01",0.922155688622755
"679","Allen","D","79","1","0.01",0.941520467836257
"680","Allen","D","80","1","0.01",0.939759036144578
"681","Allen","D","81","1","0.01",0.940828402366864
"682","Allen","D","82","1","0.01",0.945454545454545
"683","Allen","D","83","1","0.01",0.946107784431138
"684","Allen","D","84","1","0.01",0.93452380952381
"685","Allen","D","85","1","0.01",0.940119760479042
"686","Allen","D","86","1","0.01",0.940119760479042
"687","Allen","D","87","1","0.01",0.92814371257485
"688","Allen","D","88","1","0.01",0.946107784431138
"689","Allen","D","89","1","0.01",0.94047619047619
"690","Allen","D","90","1","0.01",0.916666666666667
"691","Allen","D","91","1","0.01",0.93491124260355
"692","Allen","D","92","1","0.01",0.94047619047619
"693","Allen","D","93","1","0.01",0.933734939759036
"694","Allen","D","94","1","0.01",0.945454545454545
"695","Allen","D","95","1","0.01",0.929411764705882
"696","Allen","D","96","1","0.01",0.935294117647059
"697","Allen","D","97","1","0.01",0.946428571428572
"698","Allen","D","98","1","0.01",0.939759036144578
"699","Allen","D","99","1","0.01",0.94047619047619
"700","Allen","D","100","1","0.01",0.94578313253012
"701","Allen","D","1","2","0.01",0.970414201183432
"702","Allen","D","2","2","0.01",0.982352941176471
"703","Allen","D","3","2","0.01",0.987951807228916
"704","Allen","D","4","2","0.01",0.982142857142857
"705","Allen","D","5","2","0.01",0.970238095238095
"706","Allen","D","6","2","0.01",0.982142857142857
"707","Allen","D","7","2","0.01",0.982352941176471
"708","Allen","D","8","2","0.01",0.982035928143713
"709","Allen","D","9","2","0.01",0.988095238095238
"710","Allen","D","10","2","0.01",0.970059880239521
"711","Allen","D","11","2","0.01",0.982142857142857
"712","Allen","D","12","2","0.01",0.982142857142857
"713","Allen","D","13","2","0.01",0.970059880239521
"714","Allen","D","14","2","0.01",0.98780487804878
"715","Allen","D","15","2","0.01",0.982035928143713
"716","Allen","D","16","2","0.01",0.988095238095238
"717","Allen","D","17","2","0.01",0.982035928143713
"718","Allen","D","18","2","0.01",0.982142857142857
"719","Allen","D","19","2","0.01",0.976331360946746
"720","Allen","D","20","2","0.01",0.982142857142857
"721","Allen","D","21","2","0.01",0.981927710843374
"722","Allen","D","22","2","0.01",0.976190476190476
"723","Allen","D","23","2","0.01",0.982142857142857
"724","Allen","D","24","2","0.01",0.96969696969697
"725","Allen","D","25","2","0.01",0.982248520710059
"726","Allen","D","26","2","0.01",0.988095238095238
"727","Allen","D","27","2","0.01",0.976744186046512
"728","Allen","D","28","2","0.01",0.98159509202454
"729","Allen","D","29","2","0.01",0.988095238095238
"730","Allen","D","30","2","0.01",0.988235294117647
"731","Allen","D","31","2","0.01",0.988023952095809
"732","Allen","D","32","2","0.01",0.970414201183432
"733","Allen","D","33","2","0.01",0.982035928143713
"734","Allen","D","34","2","0.01",0.987951807228916
"735","Allen","D","35","2","0.01",0.988023952095809
"736","Allen","D","36","2","0.01",0.976331360946746
"737","Allen","D","37","2","0.01",0.987951807228916
"738","Allen","D","38","2","0.01",0.982456140350877
"739","Allen","D","39","2","0.01",0.987951807228916
"740","Allen","D","40","2","0.01",0.969879518072289
"741","Allen","D","41","2","0.01",0.982142857142857
"742","Allen","D","42","2","0.01",0.982035928143713
"743","Allen","D","43","2","0.01",0.970059880239521
"744","Allen","D","44","2","0.01",0.982035928143713
"745","Allen","D","45","2","0.01",0.988095238095238
"746","Allen","D","46","2","0.01",0.976190476190476
"747","Allen","D","47","2","0.01",0.970238095238095
"748","Allen","D","48","2","0.01",0.988235294117647
"749","Allen","D","49","2","0.01",0.982142857142857
"750","Allen","D","50","2","0.01",0.988165680473373
"751","Allen","D","51","2","0.01",0.982142857142857
"752","Allen","D","52","2","0.01",0.981707317073171
"753","Allen","D","53","2","0.01",0.987951807228916
"754","Allen","D","54","2","0.01",0.988165680473373
"755","Allen","D","55","2","0.01",0.970414201183432
"756","Allen","D","56","2","0.01",0.982248520710059
"757","Allen","D","57","2","0.01",0.982142857142857
"758","Allen","D","58","2","0.01",0.976331360946746
"759","Allen","D","59","2","0.01",0.982248520710059
"760","Allen","D","60","2","0.01",0.988235294117647
"761","Allen","D","61","2","0.01",0.982248520710059
"762","Allen","D","62","2","0.01",0.981927710843374
"763","Allen","D","63","2","0.01",0.982558139534884
"764","Allen","D","64","2","0.01",0.982352941176471
"765","Allen","D","65","2","0.01",0.976047904191617
"766","Allen","D","66","2","0.01",0.976331360946746
"767","Allen","D","67","2","0.01",0.988095238095238
"768","Allen","D","68","2","0.01",0.982456140350877
"769","Allen","D","69","2","0.01",0.970238095238095
"770","Allen","D","70","2","0.01",0.982248520710059
"771","Allen","D","71","2","0.01",0.987878787878788
"772","Allen","D","72","2","0.01",0.982352941176471
"773","Allen","D","73","2","0.01",0.982248520710059
"774","Allen","D","74","2","0.01",0.970059880239521
"775","Allen","D","75","2","0.01",0.988023952095809
"776","Allen","D","76","2","0.01",0.975757575757576
"777","Allen","D","77","2","0.01",0.98780487804878
"778","Allen","D","78","2","0.01",0.982035928143713
"779","Allen","D","79","2","0.01",0.982456140350877
"780","Allen","D","80","2","0.01",0.981927710843374
"781","Allen","D","81","2","0.01",0.988165680473373
"782","Allen","D","82","2","0.01",0.981818181818182
"783","Allen","D","83","2","0.01",0.982035928143713
"784","Allen","D","84","2","0.01",0.970238095238095
"785","Allen","D","85","2","0.01",0.982035928143713
"786","Allen","D","86","2","0.01",0.976047904191617
"787","Allen","D","87","2","0.01",0.976047904191617
"788","Allen","D","88","2","0.01",0.988023952095809
"789","Allen","D","89","2","0.01",0.988095238095238
"790","Allen","D","90","2","0.01",0.970238095238095
"791","Allen","D","91","2","0.01",0.982248520710059
"792","Allen","D","92","2","0.01",0.988095238095238
"793","Allen","D","93","2","0.01",0.969879518072289
"794","Allen","D","94","2","0.01",0.96969696969697
"795","Allen","D","95","2","0.01",0.988235294117647
"796","Allen","D","96","2","0.01",0.982352941176471
"797","Allen","D","97","2","0.01",0.982142857142857
"798","Allen","D","98","2","0.01",0.975903614457831
"799","Allen","D","99","2","0.01",0.982142857142857
"800","Allen","D","100","2","0.01",0.981927710843374
"801","Allen","D","1","3","0.01",0.93491124260355
"802","Allen","D","2","3","0.01",0.935294117647059
"803","Allen","D","3","3","0.01",0.939759036144578
"804","Allen","D","4","3","0.01",0.94047619047619
"805","Allen","D","5","3","0.01",0.93452380952381
"806","Allen","D","6","3","0.01",0.94047619047619
"807","Allen","D","7","3","0.01",0.923529411764706
"808","Allen","D","8","3","0.01",0.940119760479042
"809","Allen","D","9","3","0.01",0.93452380952381
"810","Allen","D","10","3","0.01",0.92814371257485
"811","Allen","D","11","3","0.01",0.928571428571428
"812","Allen","D","12","3","0.01",0.93452380952381
"813","Allen","D","13","3","0.01",0.940119760479042
"814","Allen","D","14","3","0.01",0.939024390243902
"815","Allen","D","15","3","0.01",0.946107784431138
"816","Allen","D","16","3","0.01",0.946428571428572
"817","Allen","D","17","3","0.01",0.934131736526946
"818","Allen","D","18","3","0.01",0.93452380952381
"819","Allen","D","19","3","0.01",0.940828402366864
"820","Allen","D","20","3","0.01",0.93452380952381
"821","Allen","D","21","3","0.01",0.94578313253012
"822","Allen","D","22","3","0.01",0.94047619047619
"823","Allen","D","23","3","0.01",0.93452380952381
"824","Allen","D","24","3","0.01",0.927272727272727
"825","Allen","D","25","3","0.01",0.940828402366864
"826","Allen","D","26","3","0.01",0.93452380952381
"827","Allen","D","27","3","0.01",0.936046511627907
"828","Allen","D","28","3","0.01",0.94478527607362
"829","Allen","D","29","3","0.01",0.93452380952381
"830","Allen","D","30","3","0.01",0.947058823529412
"831","Allen","D","31","3","0.01",0.934131736526946
"832","Allen","D","32","3","0.01",0.93491124260355
"833","Allen","D","33","3","0.01",0.934131736526946
"834","Allen","D","34","3","0.01",0.933734939759036
"835","Allen","D","35","3","0.01",0.934131736526946
"836","Allen","D","36","3","0.01",0.93491124260355
"837","Allen","D","37","3","0.01",0.939759036144578
"838","Allen","D","38","3","0.01",0.941520467836257
"839","Allen","D","39","3","0.01",0.927710843373494
"840","Allen","D","40","3","0.01",0.933734939759036
"841","Allen","D","41","3","0.01",0.94047619047619
"842","Allen","D","42","3","0.01",0.92814371257485
"843","Allen","D","43","3","0.01",0.922155688622755
"844","Allen","D","44","3","0.01",0.940119760479042
"845","Allen","D","45","3","0.01",0.94047619047619
"846","Allen","D","46","3","0.01",0.94047619047619
"847","Allen","D","47","3","0.01",0.94047619047619
"848","Allen","D","48","3","0.01",0.941176470588235
"849","Allen","D","49","3","0.01",0.93452380952381
"850","Allen","D","50","3","0.01",0.940828402366864
"851","Allen","D","51","3","0.01",0.946428571428572
"852","Allen","D","52","3","0.01",0.945121951219512
"853","Allen","D","53","3","0.01",0.939759036144578
"854","Allen","D","54","3","0.01",0.93491124260355
"855","Allen","D","55","3","0.01",0.93491124260355
"856","Allen","D","56","3","0.01",0.940828402366864
"857","Allen","D","57","3","0.01",0.93452380952381
"858","Allen","D","58","3","0.01",0.93491124260355
"859","Allen","D","59","3","0.01",0.946745562130178
"860","Allen","D","60","3","0.01",0.935294117647059
"861","Allen","D","61","3","0.01",0.93491124260355
"862","Allen","D","62","3","0.01",0.94578313253012
"863","Allen","D","63","3","0.01",0.930232558139535
"864","Allen","D","64","3","0.01",0.935294117647059
"865","Allen","D","65","3","0.01",0.934131736526946
"866","Allen","D","66","3","0.01",0.946745562130178
"867","Allen","D","67","3","0.01",0.94047619047619
"868","Allen","D","68","3","0.01",0.941520467836257
"869","Allen","D","69","3","0.01",0.94047619047619
"870","Allen","D","70","3","0.01",0.93491124260355
"871","Allen","D","71","3","0.01",0.945454545454545
"872","Allen","D","72","3","0.01",0.929411764705882
"873","Allen","D","73","3","0.01",0.93491124260355
"874","Allen","D","74","3","0.01",0.940119760479042
"875","Allen","D","75","3","0.01",0.934131736526946
"876","Allen","D","76","3","0.01",0.945454545454545
"877","Allen","D","77","3","0.01",0.945121951219512
"878","Allen","D","78","3","0.01",0.922155688622755
"879","Allen","D","79","3","0.01",0.941520467836257
"880","Allen","D","80","3","0.01",0.939759036144578
"881","Allen","D","81","3","0.01",0.940828402366864
"882","Allen","D","82","3","0.01",0.945454545454545
"883","Allen","D","83","3","0.01",0.946107784431138
"884","Allen","D","84","3","0.01",0.93452380952381
"885","Allen","D","85","3","0.01",0.940119760479042
"886","Allen","D","86","3","0.01",0.940119760479042
"887","Allen","D","87","3","0.01",0.92814371257485
"888","Allen","D","88","3","0.01",0.946107784431138
"889","Allen","D","89","3","0.01",0.94047619047619
"890","Allen","D","90","3","0.01",0.916666666666667
"891","Allen","D","91","3","0.01",0.93491124260355
"892","Allen","D","92","3","0.01",0.94047619047619
"893","Allen","D","93","3","0.01",0.933734939759036
"894","Allen","D","94","3","0.01",0.945454545454545
"895","Allen","D","95","3","0.01",0.929411764705882
"896","Allen","D","96","3","0.01",0.935294117647059
"897","Allen","D","97","3","0.01",0.946428571428572
"898","Allen","D","98","3","0.01",0.939759036144578
"899","Allen","D","99","3","0.01",0.94047619047619
"900","Allen","D","100","3","0.01",0.94578313253012
"901","Allen","D","1","1","0.05",1
"902","Allen","D","2","1","0.05",1
"903","Allen","D","3","1","0.05",1
"904","Allen","D","4","1","0.05",1
"905","Allen","D","5","1","0.05",1
"906","Allen","D","6","1","0.05",1
"907","Allen","D","7","1","0.05",1
"908","Allen","D","8","1","0.05",1
"909","Allen","D","9","1","0.05",1
"910","Allen","D","10","1","0.05",1
"911","Allen","D","11","1","0.05",1
"912","Allen","D","12","1","0.05",1
"913","Allen","D","13","1","0.05",1
"914","Allen","D","14","1","0.05",1
"915","Allen","D","15","1","0.05",1
"916","Allen","D","16","1","0.05",1
"917","Allen","D","17","1","0.05",1
"918","Allen","D","18","1","0.05",1
"919","Allen","D","19","1","0.05",1
"920","Allen","D","20","1","0.05",1
"921","Allen","D","21","1","0.05",1
"922","Allen","D","22","1","0.05",1
"923","Allen","D","23","1","0.05",1
"924","Allen","D","24","1","0.05",1
"925","Allen","D","25","1","0.05",1
"926","Allen","D","26","1","0.05",1
"927","Allen","D","27","1","0.05",1
"928","Allen","D","28","1","0.05",1
"929","Allen","D","29","1","0.05",1
"930","Allen","D","30","1","0.05",1
"931","Allen","D","31","1","0.05",1
"932","Allen","D","32","1","0.05",1
"933","Allen","D","33","1","0.05",1
"934","Allen","D","34","1","0.05",1
"935","Allen","D","35","1","0.05",1
"936","Allen","D","36","1","0.05",1
"937","Allen","D","37","1","0.05",1
"938","Allen","D","38","1","0.05",1
"939","Allen","D","39","1","0.05",1
"940","Allen","D","40","1","0.05",1
"941","Allen","D","41","1","0.05",1
"942","Allen","D","42","1","0.05",1
"943","Allen","D","43","1","0.05",1
"944","Allen","D","44","1","0.05",1
"945","Allen","D","45","1","0.05",1
"946","Allen","D","46","1","0.05",1
"947","Allen","D","47","1","0.05",1
"948","Allen","D","48","1","0.05",1
"949","Allen","D","49","1","0.05",1
"950","Allen","D","50","1","0.05",1
"951","Allen","D","51","1","0.05",1
"952","Allen","D","52","1","0.05",1
"953","Allen","D","53","1","0.05",1
"954","Allen","D","54","1","0.05",1
"955","Allen","D","55","1","0.05",1
"956","Allen","D","56","1","0.05",1
"957","Allen","D","57","1","0.05",1
"958","Allen","D","58","1","0.05",1
"959","Allen","D","59","1","0.05",1
"960","Allen","D","60","1","0.05",1
"961","Allen","D","61","1","0.05",1
"962","Allen","D","62","1","0.05",1
"963","Allen","D","63","1","0.05",1
"964","Allen","D","64","1","0.05",1
"965","Allen","D","65","1","0.05",1
"966","Allen","D","66","1","0.05",1
"967","Allen","D","67","1","0.05",1
"968","Allen","D","68","1","0.05",1
"969","Allen","D","69","1","0.05",1
"970","Allen","D","70","1","0.05",1
"971","Allen","D","71","1","0.05",1
"972","Allen","D","72","1","0.05",1
"973","Allen","D","73","1","0.05",1
"974","Allen","D","74","1","0.05",1
"975","Allen","D","75","1","0.05",1
"976","Allen","D","76","1","0.05",1
"977","Allen","D","77","1","0.05",1
"978","Allen","D","78","1","0.05",1
"979","Allen","D","79","1","0.05",1
"980","Allen","D","80","1","0.05",1
"981","Allen","D","81","1","0.05",1
"982","Allen","D","82","1","0.05",1
"983","Allen","D","83","1","0.05",1
"984","Allen","D","84","1","0.05",1
"985","Allen","D","85","1","0.05",1
"986","Allen","D","86","1","0.05",1
"987","Allen","D","87","1","0.05",1
"988","Allen","D","88","1","0.05",1
"989","Allen","D","89","1","0.05",1
"990","Allen","D","90","1","0.05",1
"991","Allen","D","91","1","0.05",1
"992","Allen","D","92","1","0.05",1
"993","Allen","D","93","1","0.05",1
"994","Allen","D","94","1","0.05",1
"995","Allen","D","95","1","0.05",1
"996","Allen","D","96","1","0.05",1
"997","Allen","D","97","1","0.05",1
"998","Allen","D","98","1","0.05",1
"999","Allen","D","99","1","0.05",1
"1000","Allen","D","100","1","0.05",1
"1001","Allen","D","1","2","0.05",1
"1002","Allen","D","2","2","0.05",1
"1003","Allen","D","3","2","0.05",1
"1004","Allen","D","4","2","0.05",1
"1005","Allen","D","5","2","0.05",1
"1006","Allen","D","6","2","0.05",1
"1007","Allen","D","7","2","0.05",1
"1008","Allen","D","8","2","0.05",1
"1009","Allen","D","9","2","0.05",1
"1010","Allen","D","10","2","0.05",1
"1011","Allen","D","11","2","0.05",1
"1012","Allen","D","12","2","0.05",1
"1013","Allen","D","13","2","0.05",1
"1014","Allen","D","14","2","0.05",1
"1015","Allen","D","15","2","0.05",1
"1016","Allen","D","16","2","0.05",1
"1017","Allen","D","17","2","0.05",1
"1018","Allen","D","18","2","0.05",1
"1019","Allen","D","19","2","0.05",1
"1020","Allen","D","20","2","0.05",1
"1021","Allen","D","21","2","0.05",1
"1022","Allen","D","22","2","0.05",1
"1023","Allen","D","23","2","0.05",1
"1024","Allen","D","24","2","0.05",1
"1025","Allen","D","25","2","0.05",1
"1026","Allen","D","26","2","0.05",1
"1027","Allen","D","27","2","0.05",1
"1028","Allen","D","28","2","0.05",1
"1029","Allen","D","29","2","0.05",1
"1030","Allen","D","30","2","0.05",1
"1031","Allen","D","31","2","0.05",1
"1032","Allen","D","32","2","0.05",1
"1033","Allen","D","33","2","0.05",1
"1034","Allen","D","34","2","0.05",1
"1035","Allen","D","35","2","0.05",1
"1036","Allen","D","36","2","0.05",1
"1037","Allen","D","37","2","0.05",1
"1038","Allen","D","38","2","0.05",1
"1039","Allen","D","39","2","0.05",1
"1040","Allen","D","40","2","0.05",1
"1041","Allen","D","41","2","0.05",1
"1042","Allen","D","42","2","0.05",1
"1043","Allen","D","43","2","0.05",1
"1044","Allen","D","44","2","0.05",1
"1045","Allen","D","45","2","0.05",1
"1046","Allen","D","46","2","0.05",1
"1047","Allen","D","47","2","0.05",1
"1048","Allen","D","48","2","0.05",1
"1049","Allen","D","49","2","0.05",1
"1050","Allen","D","50","2","0.05",1
"1051","Allen","D","51","2","0.05",1
"1052","Allen","D","52","2","0.05",1
"1053","Allen","D","53","2","0.05",1
"1054","Allen","D","54","2","0.05",1
"1055","Allen","D","55","2","0.05",1
"1056","Allen","D","56","2","0.05",1
"1057","Allen","D","57","2","0.05",1
"1058","Allen","D","58","2","0.05",1
"1059","Allen","D","59","2","0.05",1
"1060","Allen","D","60","2","0.05",1
"1061","Allen","D","61","2","0.05",1
"1062","Allen","D","62","2","0.05",1
"1063","Allen","D","63","2","0.05",1
"1064","Allen","D","64","2","0.05",1
"1065","Allen","D","65","2","0.05",1
"1066","Allen","D","66","2","0.05",1
"1067","Allen","D","67","2","0.05",1
"1068","Allen","D","68","2","0.05",1
"1069","Allen","D","69","2","0.05",1
"1070","Allen","D","70","2","0.05",1
"1071","Allen","D","71","2","0.05",1
"1072","Allen","D","72","2","0.05",1
"1073","Allen","D","73","2","0.05",1
"1074","Allen","D","74","2","0.05",1
"1075","Allen","D","75","2","0.05",1
"1076","Allen","D","76","2","0.05",1
"1077","Allen","D","77","2","0.05",1
"1078","Allen","D","78","2","0.05",1
"1079","Allen","D","79","2","0.05",1
"1080","Allen","D","80","2","0.05",1
"1081","Allen","D","81","2","0.05",1
"1082","Allen","D","82","2","0.05",1
"1083","Allen","D","83","2","0.05",1
"1084","Allen","D","84","2","0.05",1
"1085","Allen","D","85","2","0.05",1
"1086","Allen","D","86","2","0.05",1
"1087","Allen","D","87","2","0.05",1
"1088","Allen","D","88","2","0.05",1
"1089","Allen","D","89","2","0.05",1
"1090","Allen","D","90","2","0.05",1
"1091","Allen","D","91","2","0.05",1
"1092","Allen","D","92","2","0.05",1
"1093","Allen","D","93","2","0.05",1
"1094","Allen","D","94","2","0.05",1
"1095","Allen","D","95","2","0.05",1
"1096","Allen","D","96","2","0.05",1
"1097","Allen","D","97","2","0.05",1
"1098","Allen","D","98","2","0.05",1
"1099","Allen","D","99","2","0.05",1
"1100","Allen","D","100","2","0.05",1
"1101","Allen","D","1","3","0.05",0.971264367816092
"1102","Allen","D","2","3","0.05",0.972222222222222
"1103","Allen","D","3","3","0.05",0.955974842767295
"1104","Allen","D","4","3","0.05",0.964912280701754
"1105","Allen","D","5","3","0.05",0.964497041420118
"1106","Allen","D","6","3","0.05",0.970588235294118
"1107","Allen","D","7","3","0.05",0.966666666666667
"1108","Allen","D","8","3","0.05",0.96969696969697
"1109","Allen","D","9","3","0.05",0.964705882352941
"1110","Allen","D","10","3","0.05",0.963636363636364
"1111","Allen","D","11","3","0.05",0.964285714285714
"1112","Allen","D","12","3","0.05",0.964705882352941
"1113","Allen","D","13","3","0.05",0.96319018404908
"1114","Allen","D","14","3","0.05",0.95364238410596
"1115","Allen","D","15","3","0.05",0.964071856287425
"1116","Allen","D","16","3","0.05",0.970760233918129
"1117","Allen","D","17","3","0.05",0.963636363636364
"1118","Allen","D","18","3","0.05",0.970238095238095
"1119","Allen","D","19","3","0.05",0.96551724137931
"1120","Allen","D","20","3","0.05",0.970414201183432
"1121","Allen","D","21","3","0.05",0.962732919254659
"1122","Allen","D","22","3","0.05",0.965116279069767
"1123","Allen","D","23","3","0.05",0.964497041420118
"1124","Allen","D","24","3","0.05",0.967532467532468
"1125","Allen","D","25","3","0.05",0.971590909090909
"1126","Allen","D","26","3","0.05",0.965116279069767
"1127","Allen","D","27","3","0.05",0.979057591623037
"1128","Allen","D","28","3","0.05",0.958904109589041
"1129","Allen","D","29","3","0.05",0.970760233918129
"1130","Allen","D","30","3","0.05",0.972375690607735
"1131","Allen","D","31","3","0.05",0.963855421686747
"1132","Allen","D","32","3","0.05",0.971428571428571
"1133","Allen","D","33","3","0.05",0.969325153374233
"1134","Allen","D","34","3","0.05",0.962962962962963
"1135","Allen","D","35","3","0.05",0.963636363636364
"1136","Allen","D","36","3","0.05",0.96551724137931
"1137","Allen","D","37","3","0.05",0.962732919254659
"1138","Allen","D","38","3","0.05",0.973118279569892
"1139","Allen","D","39","3","0.05",0.9625
"1140","Allen","D","40","3","0.05",0.95679012345679
"1141","Allen","D","41","3","0.05",0.964497041420118
"1142","Allen","D","42","3","0.05",0.96969696969697
"1143","Allen","D","43","3","0.05",0.963636363636364
"1144","Allen","D","44","3","0.05",0.976047904191617
"1145","Allen","D","45","3","0.05",0.970930232558139
"1146","Allen","D","46","3","0.05",0.964285714285714
"1147","Allen","D","47","3","0.05",0.970238095238095
"1148","Allen","D","48","3","0.05",0.972375690607735
"1149","Allen","D","49","3","0.05",0.964705882352941
"1150","Allen","D","50","3","0.05",0.966101694915254
"1151","Allen","D","51","3","0.05",0.965317919075145
"1152","Allen","D","52","3","0.05",0.96
"1153","Allen","D","53","3","0.05",0.9625
"1154","Allen","D","54","3","0.05",0.971428571428571
"1155","Allen","D","55","3","0.05",0.971428571428571
"1156","Allen","D","56","3","0.05",0.971264367816092
"1157","Allen","D","57","3","0.05",0.976331360946746
"1158","Allen","D","58","3","0.05",0.976744186046512
"1159","Allen","D","59","3","0.05",0.971590909090909
"1160","Allen","D","60","3","0.05",0.972527472527473
"1161","Allen","D","61","3","0.05",0.971098265895954
"1162","Allen","D","62","3","0.05",0.96319018404908
"1163","Allen","D","63","3","0.05",0.973821989528796
"1164","Allen","D","64","3","0.05",0.966666666666667
"1165","Allen","D","65","3","0.05",0.969325153374233
"1166","Allen","D","66","3","0.05",0.965909090909091
"1167","Allen","D","67","3","0.05",0.970760233918129
"1168","Allen","D","68","3","0.05",0.973118279569892
"1169","Allen","D","69","3","0.05",0.970414201183432
"1170","Allen","D","70","3","0.05",0.965317919075145
"1171","Allen","D","71","3","0.05",0.967741935483871
"1172","Allen","D","72","3","0.05",0.971910112359551
"1173","Allen","D","73","3","0.05",0.96551724137931
"1174","Allen","D","74","3","0.05",0.964071856287425
"1175","Allen","D","75","3","0.05",0.958333333333333
"1176","Allen","D","76","3","0.05",0.961538461538462
"1177","Allen","D","77","3","0.05",0.953947368421053
"1178","Allen","D","78","3","0.05",0.963636363636364
"1179","Allen","D","79","3","0.05",0.972826086956522
"1180","Allen","D","80","3","0.05",0.962264150943396
"1181","Allen","D","81","3","0.05",0.965909090909091
"1182","Allen","D","82","3","0.05",0.961290322580645
"1183","Allen","D","83","3","0.05",0.964071856287425
"1184","Allen","D","84","3","0.05",0.970238095238095
"1185","Allen","D","85","3","0.05",0.957575757575758
"1186","Allen","D","86","3","0.05",0.964071856287425
"1187","Allen","D","87","3","0.05",0.970238095238095
"1188","Allen","D","88","3","0.05",0.964285714285714
"1189","Allen","D","89","3","0.05",0.970930232558139
"1190","Allen","D","90","3","0.05",0.970238095238095
"1191","Allen","D","91","3","0.05",0.971264367816092
"1192","Allen","D","92","3","0.05",0.964705882352941
"1193","Allen","D","93","3","0.05",0.956521739130435
"1194","Allen","D","94","3","0.05",0.961290322580645
"1195","Allen","D","95","3","0.05",0.972527472527473
"1196","Allen","D","96","3","0.05",0.972222222222222
"1197","Allen","D","97","3","0.05",0.970930232558139
"1198","Allen","D","98","3","0.05",0.9625
"1199","Allen","D","99","3","0.05",0.965116279069767
"1200","Allen","D","100","3","0.05",0.962732919254659
"1201","Myers","B","1","1","0.01",0.947768281101614
"1202","Myers","B","2","1","0.01",0.946919431279621
"1203","Myers","B","3","1","0.01",0.947519083969466
"1204","Myers","B","4","1","0.01",0.947718631178707
"1205","Myers","B","5","1","0.01",0.947668886774501
"1206","Myers","B","6","1","0.01",0.947718631178707
"1207","Myers","B","7","1","0.01",0.947867298578199
"1208","Myers","B","8","1","0.01",0.947619047619048
