"","model","parameters","replicate","simulation","noise","value"
"2285","Myers","A","85","2","0.05",0.665554628857381
"2286","Myers","A","86","2","0.05",0.666111573688593
"2287","Myers","A","87","2","0.05",0.665835411471322
"2288","Myers","A","88","2","0.05",0.666666666666667
"2289","Myers","A","89","2","0.05",0.666666666666667
"2290","Myers","A","90","2","0.05",0.669991687448047
"2291","Myers","A","91","2","0.05",0.667491749174917
"2292","Myers","A","92","2","0.05",0.66832504145937
"2293","Myers","A","93","2","0.05",0.659681475272422
"2294","Myers","A","94","2","0.05",0.657939189189189
"2295","Myers","A","95","2","0.05",0.673202614379085
"2296","Myers","A","96","2","0.05",0.672399672399672
"2297","Myers","A","97","2","0.05",0.665012406947891
"2298","Myers","A","98","2","0.05",0.661912751677852
"2299","Myers","A","99","2","0.05",0.667493796526055
"2300","Myers","A","100","2","0.05",0.66303436714166
"2301","Myers","A","1","3","0.05",0.665841584158416
"2302","Myers","A","2","3","0.05",0.671580671580672
"2303","Myers","A","3","3","0.05",0.659663865546219
"2304","Myers","A","4","3","0.05",0.664735099337748
"2305","Myers","A","5","3","0.05",0.667219917012448
"2306","Myers","A","6","3","0.05",0.665837479270315
"2307","Myers","A","7","3","0.05",0.672950819672131
"2308","Myers","A","8","3","0.05",0.662218515429525
"2309","Myers","A","9","3","0.05",0.667495854063018
"2310","Myers","A","10","3","0.05",0.663886572143453
"2311","Myers","A","11","3","0.05",0.667497921862012
"2312","Myers","A","12","3","0.05",0.665837479270315
"2313","Myers","A","13","3","0.05",0.663879598662207
"2314","Myers","A","14","3","0.05",0.657894736842105
"2315","Myers","A","15","3","0.05",0.663893510815308
"2316","Myers","A","16","3","0.05",0.668874172185431
"2317","Myers","A","17","3","0.05",0.66
"2318","Myers","A","18","3","0.05",0.665835411471322
"2319","Myers","A","19","3","0.05",0.670520231213873
"2320","Myers","A","20","3","0.05",0.664451827242525
"2321","Myers","A","21","3","0.05",0.663872590108969
"2322","Myers","A","22","3","0.05",0.665839536807279
"2323","Myers","A","23","3","0.05",0.666666666666667
"2324","Myers","A","24","3","0.05",0.657650042265427
"2325","Myers","A","25","3","0.05",0.669407894736842
"2326","Myers","A","26","3","0.05",0.668595041322314
"2327","Myers","A","27","3","0.05",0.679321486268174
"2328","Myers","A","28","3","0.05",0.652991452991453
"2329","Myers","A","29","3","0.05",0.666942833471417
"2330","Myers","A","30","3","0.05",0.672667757774141
"2331","Myers","A","31","3","0.05",0.663613655287261
"2332","Myers","A","32","3","0.05",0.670239076669415
"2333","Myers","A","33","3","0.05",0.66304347826087
"2334","Myers","A","34","3","0.05",0.665271966527197
"2335","Myers","A","35","3","0.05",0.663886572143453
"2336","Myers","A","36","3","0.05",0.668316831683168
"2337","Myers","A","37","3","0.05",0.660519698239732
"2338","Myers","A","38","3","0.05",0.673170731707317
"2339","Myers","A","39","3","0.05",0.663308144416457
"2340","Myers","A","40","3","0.05",0.661357921207041
"2341","Myers","A","41","3","0.05",0.666390041493776
"2342","Myers","A","42","3","0.05",0.662218515429525
"2343","Myers","A","43","3","0.05",0.661936560934892
"2344","Myers","A","44","3","0.05",0.665004156275977
"2345","Myers","A","45","3","0.05",0.666666666666667
"2346","Myers","A","46","3","0.05",0.665557404326123
"2347","Myers","A","47","3","0.05",0.666943521594684
"2348","Myers","A","48","3","0.05",0.671031096563012
"2349","Myers","A","49","3","0.05",0.665008291873963
"2350","Myers","A","50","3","0.05",0.671052631578947
"2351","Myers","A","51","3","0.05",0.669421487603306
"2352","Myers","A","52","3","0.05",0.655055225148683
"2353","Myers","A","53","3","0.05",0.664147774979009
"2354","Myers","A","54","3","0.05",0.669135802469136
"2355","Myers","A","55","3","0.05",0.670510708401977
"2356","Myers","A","56","3","0.05",0.667765869744435
"2357","Myers","A","57","3","0.05",0.667219917012448
"2358","Myers","A","58","3","0.05",0.669694467382329
"2359","Myers","A","59","3","0.05",0.667489711934156
"2360","Myers","A","60","3","0.05",0.672117743254293
"2361","Myers","A","61","3","0.05",0.668595041322314
"2362","Myers","A","62","3","0.05",0.662207357859532
"2363","Myers","A","63","3","0.05",0.676898222940226
"2364","Myers","A","64","3","0.05",0.673218673218673
"2365","Myers","A","65","3","0.05",0.661654135338346
"2366","Myers","A","66","3","0.05",0.669958847736626
"2367","Myers","A","67","3","0.05",0.668046357615894
"2368","Myers","A","68","3","0.05",0.673983739837398
"2369","Myers","A","69","3","0.05",0.666943521594684
"2370","Myers","A","70","3","0.05",0.667768595041322
"2371","Myers","A","71","3","0.05",0.660759493670886
"2372","Myers","A","72","3","0.05",0.672413793103448
"2373","Myers","A","73","3","0.05",0.66804293971924
"2374","Myers","A","74","3","0.05",0.664725457570715
"2375","Myers","A","75","3","0.05",0.665835411471322
"2376","Myers","A","76","3","0.05",0.659071729957806
"2377","Myers","A","77","3","0.05",0.657336726039016
"2378","Myers","A","78","3","0.05",0.6669449081803
"2379","Myers","A","79","3","0.05",0.675631621841891
"2380","Myers","A","80","3","0.05",0.661628883291352
"2381","Myers","A","81","3","0.05",0.666666666666667
"2382","Myers","A","82","3","0.05",0.657939189189189
"2383","Myers","A","83","3","0.05",0.663893510815308
"2384","Myers","A","84","3","0.05",0.666112956810631
"2385","Myers","A","85","3","0.05",0.665554628857381
"2386","Myers","A","86","3","0.05",0.666111573688593
"2387","Myers","A","87","3","0.05",0.665835411471322
"2388","Myers","A","88","3","0.05",0.666666666666667
"2389","Myers","A","89","3","0.05",0.666666666666667
"2390","Myers","A","90","3","0.05",0.669991687448047
"2391","Myers","A","91","3","0.05",0.667491749174917
"2392","Myers","A","92","3","0.05",0.66832504145937
"2393","Myers","A","93","3","0.05",0.659681475272422
"2394","Myers","A","94","3","0.05",0.657939189189189
"2395","Myers","A","95","3","0.05",0.673202614379085
"2396","Myers","A","96","3","0.05",0.672399672399672
"2397","Myers","A","97","3","0.05",0.665012406947891
"2398","Myers","A","98","3","0.05",0.661912751677852
"2399","Myers","A","99","3","0.05",0.667493796526055
"2400","Myers","A","100","3","0.05",0.66303436714166
